# exported by fityk 0.8.7
#6-EdelStahl:x	6-EdelStahl:y	6-EdelStahl:s	6-EdelStahl:F(x)	6-EdelStahl:%_1(x)	6-EdelStahl:%_2(x)	6-EdelStahl:%_3(x)	6-EdelStahl:a
18.45	1	1	0	0	0	0	1
18.46	3	1.73205	0	0	0	0	1
18.48	1	1	0	0	0	0	1
18.5	2	1.41421	0	0	0	0	1
18.51	1	1	0	0	0	0	1
18.53	2	1.41421	0	0	0	0	1
18.54	1	1	0	0	0	0	1
18.56	0	1	0	0	0	0	1
18.58	6	2.44949	0	0	0	0	1
18.59	2	1.41421	0	0	0	0	1
18.61	1	1	0	0	0	0	1
18.62	3	1.73205	0	0	0	0	1
18.64	2	1.41421	0	0	0	0	1
18.65	1	1	0	0	0	0	1
18.67	4	2	0	0	0	0	1
18.69	0	1	0	0	0	0	1
18.7	3	1.73205	0	0	0	0	1
18.72	1	1	0	0	0	0	1
18.73	3	1.73205	0	0	0	0	1
18.75	0	1	0	0	0	0	1
18.77	4	2	0	0	0	0	1
18.78	1	1	0	0	0	0	1
18.8	2	1.41421	0	0	0	0	1
18.81	2	1.41421	0	0	0	0	1
18.83	2	1.41421	0	0	0	0	1
18.84	1	1	0	0	0	0	1
18.86	3	1.73205	0	0	0	0	1
18.88	0	1	0	0	0	0	1
18.89	2	1.41421	0	0	0	0	1
18.91	3	1.73205	0	0	0	0	1
18.92	3	1.73205	0	0	0	0	1
18.94	6	2.44949	0	0	0	0	1
18.95	1	1	0	0	0	0	1
18.97	1	1	0	0	0	0	1
18.99	1	1	0	0	0	0	1
19	1	1	0	0	0	0	1
19.02	4	2	0	0	0	0	1
19.03	1	1	0	0	0	0	1
19.05	0	1	0	0	0	0	1
19.07	1	1	0	0	0	0	1
19.08	3	1.73205	0	0	0	0	1
19.1	0	1	0	0	0	0	1
19.11	1	1	0	0	0	0	1
19.13	0	1	0	0	0	0	1
19.14	2	1.41421	0	0	0	0	1
19.16	1	1	0	0	0	0	1
19.18	0	1	0	0	0	0	1
19.19	1	1	0	0	0	0	1
19.21	1	1	0	0	0	0	1
19.22	2	1.41421	0	0	0	0	1
19.24	1	1	0	0	0	0	1
19.26	2	1.41421	0	0	0	0	1
19.27	3	1.73205	0	0	0	0	1
19.29	0	1	0	0	0	0	1
19.3	1	1	0	0	0	0	1
19.32	1	1	0	0	0	0	1
19.33	1	1	0	0	0	0	1
19.35	2	1.41421	0	0	0	0	1
19.37	2	1.41421	0	0	0	0	1
19.38	1	1	0	0	0	0	1
19.4	0	1	0	0	0	0	1
19.41	2	1.41421	0	0	0	0	1
19.43	3	1.73205	0	0	0	0	1
19.45	1	1	0	0	0	0	1
19.46	0	1	0	0	0	0	1
19.48	3	1.73205	0	0	0	0	1
19.49	3	1.73205	0	0	0	0	1
19.51	2	1.41421	0	0	0	0	1
19.52	0	1	0	0	0	0	1
19.54	0	1	0	0	0	0	1
19.56	2	1.41421	0	0	0	0	1
19.57	2	1.41421	0	0	0	0	1
19.59	2	1.41421	0	0	0	0	1
19.6	0	1	0	0	0	0	1
19.62	3	1.73205	0	0	0	0	1
19.64	1	1	0	0	0	0	1
19.65	0	1	0	0	0	0	1
19.67	1	1	0	0	0	0	1
19.68	2	1.41421	0	0	0	0	1
19.7	1	1	0	0	0	0	1
19.71	0	1	0	0	0	0	1
19.73	0	1	0	0	0	0	1
19.75	4	2	0	0	0	0	1
19.76	2	1.41421	0	0	0	0	1
19.78	2	1.41421	0	0	0	0	1
19.79	1	1	0	0	0	0	1
19.81	0	1	0	0	0	0	1
19.83	1	1	0	0	0	0	1
19.84	2	1.41421	0	0	0	0	1
19.86	2	1.41421	0	0	0	0	1
19.87	2	1.41421	0	0	0	0	1
19.89	2	1.41421	0	0	0	0	1
19.9	2	1.41421	0	0	0	0	1
19.92	0	1	0	0	0	0	1
19.94	0	1	0	0	0	0	1
19.95	1	1	0	0	0	0	1
19.97	1	1	0	0	0	0	1
19.98	0	1	0	0	0	0	1
20	3	1.73205	0	0	0	0	1
20.02	0	1	0	0	0	0	1
20.03	3	1.73205	0	0	0	0	1
20.05	0	1	0	0	0	0	1
20.06	1	1	0	0	0	0	1
20.08	1	1	0	0	0	0	1
20.09	1	1	0	0	0	0	1
20.11	2	1.41421	0	0	0	0	1
20.13	0	1	0	0	0	0	1
20.14	1	1	0	0	0	0	1
20.16	1	1	0	0	0	0	1
20.17	0	1	0	0	0	0	1
20.19	1	1	0	0	0	0	1
20.2	2	1.41421	0	0	0	0	1
20.22	3	1.73205	0	0	0	0	1
20.24	2	1.41421	0	0	0	0	1
20.25	1	1	0	0	0	0	1
20.27	1	1	0	0	0	0	1
20.28	3	1.73205	0	0	0	0	1
20.3	2	1.41421	0	0	0	0	1
20.32	1	1	0	0	0	0	1
20.33	0	1	0	0	0	0	1
20.35	2	1.41421	0	0	0	0	1
20.36	2	1.41421	0	0	0	0	1
20.38	2	1.41421	0	0	0	0	1
20.39	1	1	0	0	0	0	1
20.41	1	1	0	0	0	0	1
20.43	2	1.41421	0	0	0	0	1
20.44	1	1	0	0	0	0	1
20.46	0	1	0	0	0	0	1
20.47	0	1	0	0	0	0	1
20.49	1	1	0	0	0	0	1
20.51	2	1.41421	0	0	0	0	1
20.52	1	1	0	0	0	0	1
20.54	0	1	0	0	0	0	1
20.55	2	1.41421	0	0	0	0	1
20.57	0	1	0	0	0	0	1
20.58	1	1	0	0	0	0	1
20.6	2	1.41421	0	0	0	0	1
20.62	3	1.73205	0	0	0	0	1
20.63	3	1.73205	0	0	0	0	1
20.65	0	1	0	0	0	0	1
20.66	0	1	0	0	0	0	1
20.68	1	1	0	0	0	0	1
20.7	1	1	0	0	0	0	1
20.71	1	1	0	0	0	0	1
20.73	2	1.41421	0	0	0	0	1
20.74	1	1	0	0	0	0	1
20.76	0	1	0	0	0	0	1
20.77	1	1	0	0	0	0	1
20.79	4	2	0	0	0	0	1
20.81	3	1.73205	0	0	0	0	1
20.82	3	1.73205	0	0	0	0	1
20.84	2	1.41421	0	0	0	0	1
20.85	2	1.41421	0	0	0	0	1
20.87	3	1.73205	0	0	0	0	1
20.89	0	1	0	0	0	0	1
20.9	1	1	0	0	0	0	1
20.92	0	1	0	0	0	0	1
20.93	2	1.41421	0	0	0	0	1
20.95	3	1.73205	0	0	0	0	1
20.96	4	2	0	0	0	0	1
20.98	2	1.41421	0	0	0	0	1
21	3	1.73205	0	0	0	0	1
21.01	5	2.23607	0	0	0	0	1
21.03	3	1.73205	0	0	0	0	1
21.04	2	1.41421	0	0	0	0	1
21.06	1	1	0	0	0	0	1
21.08	0	1	0	0	0	0	1
21.09	1	1	0	0	0	0	1
21.11	0	1	0	0	0	0	1
21.12	2	1.41421	0	0	0	0	1
21.14	3	1.73205	0	0	0	0	1
21.15	2	1.41421	0	0	0	0	1
21.17	1	1	0	0	0	0	1
21.19	7	2.64575	0	0	0	0	1
21.2	1	1	0	0	0	0	1
21.22	1	1	0	0	0	0	1
21.23	2	1.41421	0	0	0	0	1
21.25	4	2	0	0	0	0	1
21.26	2	1.41421	0	0	0	0	1
21.28	3	1.73205	0	0	0	0	1
21.3	1	1	0	0	0	0	1
21.31	0	1	0	0	0	0	1
21.33	0	1	0	0	0	0	1
21.34	2	1.41421	0	0	0	0	1
21.36	0	1	0	0	0	0	1
21.38	2	1.41421	0	0	0	0	1
21.39	1	1	0	0	0	0	1
21.41	0	1	0	0	0	0	1
21.42	1	1	0	0	0	0	1
21.44	4	2	0	0	0	0	1
21.45	1	1	0	0	0	0	1
21.47	4	2	0	0	0	0	1
21.49	1	1	0	0	0	0	1
21.5	1	1	0	0	0	0	1
21.52	1	1	0	0	0	0	1
21.53	2	1.41421	0	0	0	0	1
21.55	2	1.41421	0	0	0	0	1
21.57	1	1	0	0	0	0	1
21.58	1	1	0	0	0	0	1
21.6	1	1	0	0	0	0	1
21.61	3	1.73205	0	0	0	0	1
21.63	2	1.41421	0	0	0	0	1
21.64	0	1	0	0	0	0	1
21.66	1	1	0	0	0	0	1
21.68	1	1	0	0	0	0	1
21.69	2	1.41421	0	0	0	0	1
21.71	2	1.41421	0	0	0	0	1
21.72	2	1.41421	0	0	0	0	1
21.74	2	1.41421	0	0	0	0	1
21.76	2	1.41421	0	0	0	0	1
21.77	3	1.73205	0	0	0	0	1
21.79	0	1	0	0	0	0	1
21.8	1	1	0	0	0	0	1
21.82	0	1	0	0	0	0	1
21.83	0	1	0	0	0	0	1
21.85	1	1	0	0	0	0	1
21.87	2	1.41421	0	0	0	0	1
21.88	1	1	0	0	0	0	1
21.9	4	2	0	0	0	0	1
21.91	1	1	0	0	0	0	1
21.93	5	2.23607	0	0	0	0	1
21.95	1	1	0	0	0	0	1
21.96	2	1.41421	0	0	0	0	1
21.98	7	2.64575	0	0	0	0	1
21.99	2	1.41421	0	0	0	0	1
22.01	0	1	0	0	0	0	1
22.02	2	1.41421	0	0	0	0	1
22.04	1	1	0	0	0	0	1
22.06	2	1.41421	0	0	0	0	1
22.07	5	2.23607	0	0	0	0	1
22.09	0	1	0	0	0	0	1
22.1	0	1	0	0	0	0	1
22.12	3	1.73205	0	0	0	0	1
22.14	0	1	0	0	0	0	1
22.15	2	1.41421	0	0	0	0	1
22.17	1	1	0	0	0	0	1
22.18	0	1	0	0	0	0	1
22.2	1	1	0	0	0	0	1
22.21	1	1	0	0	0	0	1
22.23	2	1.41421	0	0	0	0	1
22.25	1	1	0	0	0	0	1
22.26	1	1	0	0	0	0	1
22.28	2	1.41421	0	0	0	0	1
22.29	2	1.41421	0	0	0	0	1
22.31	1	1	0	0	0	0	1
22.32	0	1	0	0	0	0	1
22.34	1	1	0	0	0	0	1
22.36	2	1.41421	0	0	0	0	1
22.37	1	1	0	0	0	0	1
22.39	0	1	0	0	0	0	1
22.4	2	1.41421	0	0	0	0	1
22.42	0	1	0	0	0	0	1
22.44	0	1	0	0	0	0	1
22.45	1	1	0	0	0	0	1
22.47	1	1	0	0	0	0	1
22.48	1	1	0	0	0	0	1
22.5	2	1.41421	0	0	0	0	1
22.51	0	1	0	0	0	0	1
22.53	3	1.73205	0	0	0	0	1
22.55	2	1.41421	0	0	0	0	1
22.56	2	1.41421	0	0	0	0	1
22.58	1	1	0	0	0	0	1
22.59	2	1.41421	0	0	0	0	1
22.61	1	1	0	0	0	0	1
22.63	0	1	0	0	0	0	1
22.64	0	1	0	0	0	0	1
22.66	2	1.41421	0	0	0	0	1
22.67	2	1.41421	0	0	0	0	1
22.69	1	1	0	0	0	0	1
22.7	0	1	0	0	0	0	1
22.72	1	1	0	0	0	0	1
22.74	0	1	0	0	0	0	1
22.75	0	1	0	0	0	0	1
22.77	2	1.41421	0	0	0	0	1
22.78	1	1	0	0	0	0	1
22.8	0	1	0	0	0	0	1
22.82	2	1.41421	0	0	0	0	1
22.83	1	1	0	0	0	0	1
22.85	0	1	0	0	0	0	1
22.86	2	1.41421	0	0	0	0	1
22.88	2	1.41421	0	0	0	0	1
22.89	0	1	0	0	0	0	1
22.91	0	1	0	0	0	0	1
22.93	1	1	0	0	0	0	1
22.94	0	1	0	0	0	0	1
22.96	1	1	0	0	0	0	1
22.97	0	1	0	0	0	0	1
22.99	1	1	0	0	0	0	1
23.01	0	1	0	0	0	0	1
23.02	0	1	0	0	0	0	1
23.04	2	1.41421	0	0	0	0	1
23.05	0	1	0	0	0	0	1
23.07	1	1	0	0	0	0	1
23.08	2	1.41421	0	0	0	0	1
23.1	1	1	0	0	0	0	1
23.12	1	1	0	0	0	0	1
23.13	0	1	0	0	0	0	1
23.15	0	1	0	0	0	0	1
23.16	0	1	0	0	0	0	1
23.18	2	1.41421	0	0	0	0	1
23.2	3	1.73205	0	0	0	0	1
23.21	0	1	0	0	0	0	1
23.23	1	1	0	0	0	0	1
23.24	1	1	0	0	0	0	1
23.26	2	1.41421	0	0	0	0	1
23.27	2	1.41421	0	0	0	0	1
23.29	1	1	0	0	0	0	1
23.31	0	1	0	0	0	0	1
23.32	1	1	0	0	0	0	1
23.34	0	1	0	0	0	0	1
23.35	2	1.41421	0	0	0	0	1
23.37	1	1	0	0	0	0	1
23.38	0	1	0	0	0	0	1
23.4	0	1	0	0	0	0	1
23.42	2	1.41421	0	0	0	0	1
23.43	0	1	0	0	0	0	1
23.45	1	1	0	0	0	0	1
23.46	1	1	0	0	0	0	1
23.48	2	1.41421	0	0	0	0	1
23.5	0	1	0	0	0	0	1
23.51	1	1	0	0	0	0	1
23.53	2	1.41421	0	0	0	0	1
23.54	0	1	0	0	0	0	1
23.56	0	1	0	0	0	0	1
23.57	0	1	0	0	0	0	1
23.59	1	1	0	0	0	0	1
23.61	2	1.41421	0	0	0	0	1
23.62	0	1	0	0	0	0	1
23.64	1	1	0	0	0	0	1
23.65	0	1	0	0	0	0	1
23.67	0	1	0	0	0	0	1
23.69	0	1	0	0	0	0	1
23.7	0	1	0	0	0	0	1
23.72	1	1	0	0	0	0	1
23.73	0	1	0	0	0	0	1
23.75	0	1	0	0	0	0	1
23.76	1	1	0	0	0	0	1
23.78	1	1	0	0	0	0	1
23.8	1	1	0	0	0	0	1
23.81	0	1	0	0	0	0	1
23.83	0	1	0	0	0	0	1
23.84	0	1	0	0	0	0	1
23.86	0	1	0	0	0	0	1
23.88	1	1	0	0	0	0	1
23.89	1	1	0	0	0	0	1
23.91	1	1	0	0	0	0	1
23.92	1	1	0	0	0	0	1
23.94	0	1	0	0	0	0	1
23.95	0	1	0	0	0	0	1
23.97	2	1.41421	0	0	0	0	1
23.99	1	1	0	0	0	0	1
24	0	1	0	0	0	0	1
24.02	0	1	0	0	0	0	1
24.03	1	1	0	0	0	0	1
24.05	0	1	0	0	0	0	1
24.07	1	1	0	0	0	0	1
24.08	1	1	0	0	0	0	1
24.1	1	1	0	0	0	0	1
24.11	0	1	0	0	0	0	1
24.13	1	1	0	0	0	0	1
24.14	1	1	0	0	0	0	1
24.16	1	1	0	0	0	0	1
24.18	0	1	0	0	0	0	1
24.19	2	1.41421	0	0	0	0	1
24.21	0	1	0	0	0	0	1
24.22	1	1	0	0	0	0	1
24.24	0	1	0	0	0	0	1
24.26	2	1.41421	0	0	0	0	1
24.27	2	1.41421	0	0	0	0	1
24.29	1	1	0	0	0	0	1
24.3	0	1	0	0	0	0	1
24.32	1	1	0	0	0	0	1
24.33	0	1	0	0	0	0	1
24.35	2	1.41421	0	0	0	0	1
24.37	0	1	0	0	0	0	1
24.38	1	1	0	0	0	0	1
24.4	1	1	0	0	0	0	1
24.41	0	1	0	0	0	0	1
24.43	0	1	0	0	0	0	1
24.45	2	1.41421	0	0	0	0	1
24.46	1	1	0	0	0	0	1
24.48	3	1.73205	0	0	0	0	1
24.49	0	1	0	0	0	0	1
24.51	4	2	0	0	0	0	1
24.52	0	1	0	0	0	0	1
24.54	2	1.41421	0	0	0	0	1
24.56	1	1	0	0	0	0	1
24.57	1	1	0	0	0	0	1
24.59	0	1	0	0	0	0	1
24.6	2	1.41421	0	0	0	0	1
24.62	0	1	0	0	0	0	1
24.63	1	1	0	0	0	0	1
24.65	2	1.41421	0	0	0	0	1
24.67	0	1	0	0	0	0	1
24.68	0	1	0	0	0	0	1
24.7	0	1	0	0	0	0	1
24.71	0	1	0	0	0	0	1
24.73	0	1	0	0	0	0	1
24.75	0	1	0	0	0	0	1
24.76	2	1.41421	0	0	0	0	1
24.78	0	1	0	0	0	0	1
24.79	0	1	0	0	0	0	1
24.81	1	1	0	0	0	0	1
24.82	1	1	0	0	0	0	1
24.84	0	1	0	0	0	0	1
24.86	1	1	0	0	0	0	1
24.87	1	1	0	0	0	0	1
24.89	1	1	0	0	0	0	1
24.9	1	1	0	0	0	0	1
24.92	0	1	0	0	0	0	1
24.94	1	1	0	0	0	0	1
24.95	0	1	0	0	0	0	1
24.97	0	1	0	0	0	0	1
24.98	0	1	0	0	0	0	1
25	0	1	0	0	0	0	1
25.01	1	1	0	0	0	0	1
25.03	0	1	0	0	0	0	1
25.05	0	1	0	0	0	0	1
25.06	0	1	0	0	0	0	1
25.08	0	1	0	0	0	0	1
25.09	1	1	0	0	0	0	1
25.11	1	1	0	0	0	0	1
25.13	0	1	0	0	0	0	1
25.14	0	1	0	0	0	0	1
25.16	0	1	0	0	0	0	1
25.17	1	1	0	0	0	0	1
25.19	0	1	0	0	0	0	1
25.2	1	1	0	0	0	0	1
25.22	0	1	0	0	0	0	1
25.24	0	1	0	0	0	0	1
25.25	1	1	0	0	0	0	1
25.27	0	1	0	0	0	0	1
25.28	1	1	0	0	0	0	1
25.3	1	1	0	0	0	0	1
25.32	0	1	0	0	0	0	1
25.33	0	1	0	0	0	0	1
25.35	0	1	0	0	0	0	1
25.36	0	1	0	0	0	0	1
25.38	0	1	0	0	0	0	1
25.39	2	1.41421	0	0	0	0	1
25.41	1	1	0	0	0	0	1
25.43	0	1	0	0	0	0	1
25.44	0	1	0	0	0	0	1
25.46	0	1	0	0	0	0	1
25.47	0	1	0	0	0	0	1
25.49	0	1	0	0	0	0	1
25.51	0	1	0	0	0	0	1
25.52	2	1.41421	0	0	0	0	1
25.54	0	1	0	0	0	0	1
25.55	0	1	0	0	0	0	1
25.57	1	1	0	0	0	0	1
25.58	1	1	0	0	0	0	1
25.6	2	1.41421	0	0	0	0	1
25.62	0	1	0	0	0	0	1
25.63	0	1	0	0	0	0	1
25.65	2	1.41421	0	0	0	0	1
25.66	0	1	0	0	0	0	1
25.68	0	1	0	0	0	0	1
25.69	0	1	0	0	0	0	1
25.71	3	1.73205	0	0	0	0	1
25.73	0	1	0	0	0	0	1
25.74	2	1.41421	0	0	0	0	1
25.76	1	1	0	0	0	0	1
25.77	0	1	0	0	0	0	1
25.79	1	1	0	0	0	0	1
25.81	0	1	0	0	0	0	1
25.82	0	1	0	0	0	0	1
25.84	0	1	0	0	0	0	1
25.85	0	1	0	0	0	0	1
25.87	1	1	0	0	0	0	1
25.88	0	1	0	0	0	0	1
25.9	1	1	0	0	0	0	1
25.92	1	1	0	0	0	0	1
25.93	1	1	0	0	0	0	1
25.95	0	1	0	0	0	0	1
25.96	0	1	0	0	0	0	1
25.98	1	1	0	0	0	0	1
26	0	1	0	0	0	0	1
26.01	0	1	0	0	0	0	1
26.03	0	1	0	0	0	0	1
26.04	3	1.73205	0	0	0	0	1
26.06	1	1	0	0	0	0	1
26.07	0	1	0	0	0	0	1
26.09	0	1	0	0	0	0	1
26.11	0	1	0	0	0	0	1
26.12	1	1	0	0	0	0	1
26.14	0	1	0	0	0	0	1
26.15	1	1	0	0	0	0	1
26.17	0	1	0	0	0	0	1
26.19	1	1	0	0	0	0	1
26.2	2	1.41421	0	0	0	0	1
26.22	0	1	0	0	0	0	1
26.23	0	1	0	0	0	0	1
26.25	1	1	0	0	0	0	1
26.26	0	1	0	0	0	0	1
26.28	0	1	0	0	0	0	1
26.3	0	1	0	0	0	0	1
26.31	0	1	0	0	0	0	1
26.33	0	1	0	0	0	0	1
26.34	1	1	0	0	0	0	1
26.36	2	1.41421	0	0	0	0	1
26.38	2	1.41421	0	0	0	0	1
26.39	1	1	0	0	0	0	1
26.41	0	1	0	0	0	0	1
26.42	0	1	0	0	0	0	1
26.44	1	1	0	0	0	0	1
26.45	2	1.41421	0	0	0	0	1
26.47	0	1	0	0	0	0	1
26.49	0	1	0	0	0	0	1
26.5	0	1	0	0	0	0	1
26.52	0	1	0	0	0	0	1
26.53	0	1	0	0	0	0	1
26.55	0	1	0	0	0	0	1
26.57	0	1	0	0	0	0	1
26.58	0	1	0	0	0	0	1
26.6	0	1	0	0	0	0	1
26.61	0	1	0	0	0	0	1
26.63	0	1	0	0	0	0	1
26.64	0	1	0	0	0	0	1
26.66	2	1.41421	0	0	0	0	1
26.68	1	1	0	0	0	0	1
26.69	1	1	0	0	0	0	1
26.71	3	1.73205	0	0	0	0	1
26.72	0	1	0	0	0	0	1
26.74	0	1	0	0	0	0	1
26.75	2	1.41421	0	0	0	0	1
26.77	0	1	0	0	0	0	1
26.79	0	1	0	0	0	0	1
26.8	0	1	0	0	0	0	1
26.82	1	1	0	0	0	0	1
26.83	0	1	0	0	0	0	1
26.85	0	1	0	0	0	0	1
26.87	0	1	0	0	0	0	1
26.88	0	1	0	0	0	0	1
26.9	0	1	0	0	0	0	1
26.91	0	1	0	0	0	0	1
26.93	0	1	0	0	0	0	1
26.94	0	1	0	0	0	0	1
26.96	0	1	0	0	0	0	1
26.98	0	1	0	0	0	0	1
26.99	0	1	0	0	0	0	1
27.01	1	1	0	0	0	0	1
27.02	1	1	0	0	0	0	1
27.04	1	1	0	0	0	0	1
27.06	0	1	0	0	0	0	1
27.07	0	1	0	0	0	0	1
27.09	0	1	0	0	0	0	1
27.1	0	1	0	0	0	0	1
27.12	0	1	0	0	0	0	1
27.13	1	1	0	0	0	0	1
27.15	0	1	0	0	0	0	1
27.17	0	1	0	0	0	0	1
27.18	1	1	0	0	0	0	1
27.2	1	1	0	0	0	0	1
27.21	0	1	0	0	0	0	1
27.23	0	1	0	0	0	0	1
27.25	1	1	0	0	0	0	1
27.26	0	1	0	0	0	0	1
27.28	0	1	0	0	0	0	1
27.29	0	1	0	0	0	0	1
27.31	0	1	0	0	0	0	1
27.32	0	1	0	0	0	0	1
27.34	1	1	0	0	0	0	1
27.36	2	1.41421	0	0	0	0	1
27.37	0	1	0	0	0	0	1
27.39	0	1	0	0	0	0	1
27.4	1	1	0	0	0	0	1
27.42	0	1	0	0	0	0	1
27.44	2	1.41421	0	0	0	0	1
27.45	0	1	0	0	0	0	1
27.47	1	1	0	0	0	0	1
27.48	0	1	0	0	0	0	1
27.5	0	1	0	0	0	0	1
27.51	0	1	0	0	0	0	1
27.53	0	1	0	0	0	0	1
27.55	1	1	0	0	0	0	1
27.56	0	1	0	0	0	0	1
27.58	0	1	0	0	0	0	1
27.59	0	1	0	0	0	0	1
27.61	0	1	0	0	0	0	1
27.63	0	1	0	0	0	0	1
27.64	0	1	0	0	0	0	1
27.66	0	1	0	0	0	0	1
27.67	1	1	0	0	0	0	1
27.69	0	1	0	0	0	0	1
27.7	1	1	0	0	0	0	1
27.72	1	1	0	0	0	0	1
27.74	0	1	0	0	0	0	1
27.75	0	1	0	0	0	0	1
27.77	1	1	0	0	0	0	1
27.78	0	1	0	0	0	0	1
27.8	1	1	0	0	0	0	1
27.81	0	1	0	0	0	0	1
27.83	0	1	0	0	0	0	1
27.85	0	1	0	0	0	0	1
27.86	1	1	0	0	0	0	1
27.88	1	1	0	0	0	0	1
27.89	0	1	0	0	0	0	1
27.91	2	1.41421	0	0	0	0	1
27.93	0	1	0	0	0	0	1
27.94	1	1	0	0	0	0	1
27.96	0	1	0	0	0	0	1
27.97	0	1	0	0	0	0	1
27.99	0	1	0	0	0	0	1
28	0	1	0	0	0	0	1
28.02	1	1	0	0	0	0	1
28.04	0	1	0	0	0	0	1
28.05	0	1	0	0	0	0	1
28.07	1	1	0	0	0	0	1
28.08	0	1	0	0	0	0	1
28.1	0	1	0	0	0	0	1
28.12	0	1	0	0	0	0	1
28.13	0	1	0	0	0	0	1
28.15	0	1	0	0	0	0	1
28.16	0	1	0	0	0	0	1
28.18	0	1	0	0	0	0	1
28.19	0	1	0	0	0	0	1
28.21	0	1	0	0	0	0	1
28.23	0	1	0	0	0	0	1
28.24	0	1	0	0	0	0	1
28.26	0	1	0	0	0	0	1
28.27	0	1	0	0	0	0	1
28.29	0	1	0	0	0	0	1
28.31	0	1	0	0	0	0	1
28.32	0	1	0	0	0	0	1
28.34	1	1	0	0	0	0	1
28.35	0	1	0	0	0	0	1
28.37	2	1.41421	0	0	0	0	1
28.38	2	1.41421	0	0	0	0	1
28.4	0	1	0	0	0	0	1
28.42	0	1	0	0	0	0	1
28.43	0	1	0	0	0	0	1
28.45	0	1	0	0	0	0	1
28.46	0	1	0	0	0	0	1
28.48	0	1	0	0	0	0	1
28.5	0	1	0	0	0	0	1
28.51	0	1	0	0	0	0	1
28.53	0	1	0	0	0	0	1
28.54	0	1	0	0	0	0	1
28.56	0	1	0	0	0	0	1
28.57	1	1	0	0	0	0	1
28.59	0	1	0	0	0	0	1
28.61	0	1	0	0	0	0	1
28.62	0	1	0	0	0	0	1
28.64	0	1	0	0	0	0	1
28.65	0	1	0	0	0	0	1
28.67	1	1	0	0	0	0	1
28.69	0	1	0	0	0	0	1
28.7	1	1	0	0	0	0	1
28.72	0	1	0	0	0	0	1
28.73	1	1	0	0	0	0	1
28.75	0	1	0	0	0	0	1
28.76	0	1	0	0	0	0	1
28.78	0	1	0	0	0	0	1
28.8	0	1	0	0	0	0	1
28.81	0	1	0	0	0	0	1
28.83	0	1	0	0	0	0	1
28.84	0	1	0	0	0	0	1
28.86	0	1	0	0	0	0	1
28.88	0	1	0	0	0	0	1
28.89	0	1	0	0	0	0	1
28.91	0	1	0	0	0	0	1
28.92	0	1	0	0	0	0	1
28.94	0	1	0	0	0	0	1
28.95	0	1	0	0	0	0	1
28.97	0	1	0	0	0	0	1
28.99	1	1	0	0	0	0	1
29	0	1	0	0	0	0	1
29.02	0	1	0	0	0	0	1
29.03	0	1	0	0	0	0	1
29.05	0	1	0	0	0	0	1
29.06	0	1	0	0	0	0	1
29.08	0	1	0	0	0	0	1
29.1	0	1	0	0	0	0	1
29.11	0	1	0	0	0	0	1
29.13	0	1	0	0	0	0	1
29.14	0	1	0	0	0	0	1
29.16	0	1	0	0	0	0	1
29.18	0	1	0	0	0	0	1
29.19	0	1	0	0	0	0	1
29.21	0	1	0	0	0	0	1
29.22	0	1	0	0	0	0	1
29.24	0	1	0	0	0	0	1
29.25	0	1	0	0	0	0	1
29.27	0	1	0	0	0	0	1
29.29	0	1	0	0	0	0	1
29.3	0	1	0	0	0	0	1
29.32	1	1	0	0	0	0	1
29.33	0	1	0	0	0	0	1
29.35	0	1	0	0	0	0	1
29.37	0	1	0	0	0	0	1
29.38	0	1	0	0	0	0	1
29.4	0	1	0	0	0	0	1
29.41	0	1	0	0	0	0	1
29.43	0	1	0	0	0	0	1
29.44	0	1	0	0	0	0	1
29.46	0	1	0	0	0	0	1
29.48	0	1	0	0	0	0	1
29.49	0	1	0	0	0	0	1
29.51	0	1	0	0	0	0	1
29.52	0	1	0	0	0	0	1
29.54	0	1	0	0	0	0	1
29.56	1	1	0	0	0	0	1
29.57	0	1	0	0	0	0	1
29.59	0	1	0	0	0	0	1
29.6	0	1	0	0	0	0	1
29.62	0	1	0	0	0	0	1
29.63	1	1	0	0	0	0	1
29.65	0	1	0	0	0	0	1
29.67	0	1	0	0	0	0	1
29.68	0	1	0	0	0	0	1
29.7	1	1	0	0	0	0	1
29.71	0	1	0	0	0	0	1
29.73	0	1	0	0	0	0	1
29.75	0	1	0	0	0	0	1
29.76	0	1	0	0	0	0	1
29.78	0	1	0	0	0	0	1
29.79	0	1	0	0	0	0	1
29.81	0	1	0	0	0	0	1
29.82	0	1	0	0	0	0	1
29.84	0	1	0	0	0	0	1
29.86	0	1	0	0	0	0	1
29.87	0	1	0	0	0	0	1
29.89	0	1	0	0	0	0	1
29.9	0	1	0	0	0	0	1
29.92	1	1	0	0	0	0	1
29.94	0	1	0	0	0	0	1
29.95	0	1	0	0	0	0	1
29.97	1	1	0	0	0	0	1
29.98	0	1	0	0	0	0	1
30	0	1	0	0	0	0	1
30.01	0	1	0	0	0	0	1
30.03	0	1	0	0	0	0	1
30.05	0	1	0	0	0	0	1
30.06	0	1	0	0	0	0	1
30.08	0	1	0	0	0	0	1
30.09	0	1	0	0	0	0	1
30.11	0	1	0	0	0	0	1
30.12	0	1	0	0	0	0	1
30.14	0	1	0	0	0	0	1
30.16	0	1	0	0	0	0	1
30.17	1	1	0	0	0	0	1
30.19	0	1	0	0	0	0	1
30.2	1	1	0	0	0	0	1
30.22	0	1	0	0	0	0	1
